Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression Non-resistant	Expression Resistant	qValue Non-resistant vs Resistant
	3915944	3915417		-	-	EcE24377A_3939	hypothetical protein	0	0	1.0
	3916217	3915951		-	-	EcE24377A_3941	hypothetical protein	0	0	1.0
	3917470	3916367		-	livJ	EcE24377A_3942	high-affinity branched-chain amino acid ABC transporter periplasmic Leu/Ile/Val-binding protein LivJ	0	0	1.0
3918595	3918595	3917741	3917741	-	rpoH	EcE24377A_3943	RNA polymerase factor sigma-32	8	116	1.0
3918718			3918596	-	-	predicted RNA	-	277	0	0.0
3917670			3917768	+	-	predicted RNA	antisense: rpoH	0	1000	1.0
3918461			3918610	+	-	predicted RNA	antisense: rpoH	277	0	0.0
	3919898	3918840		-	ftsX	EcE24377A_3944	cell division protein FtsX	0	0	1.0
	3920559	3919891		-	ftsE	EcE24377A_3945	cell division protein FtsE	0	0	1.0
	3922055	3920562		-	ftsY	EcE24377A_3946	cell division protein FtsY	0	0	1.0
	3922205	3922801		+	rsmD	EcE24377A_3947	16S rRNA m(2)G966-methyltransferase	0	0	1.0
	3922791	3923060		+	-	EcE24377A_3948	hypothetical protein	0	0	1.0
	3923422	3923063		-	-	EcE24377A_3949	hypothetical protein	0	0	1.0
	3923563	3924189		+	-	EcE24377A_3950	hypothetical protein	0	0	1.0
	3924263	3926461		+	zntA	EcE24377A_3951	zinc/cadmium/mercury/lead-transporting ATPase	0	0	1.0
	3926808	3926563		-	tusA	EcE24377A_3952	sulfur transfer protein SirA	0	0	1.0
3926841			3926940	+	-	predicted RNA	-	0	1000	1.0
3927086			3926987	-	-	predicted RNA	antisense: EcE24377A_3953	0	1000	1.0
	3927029	3927694		+	-	EcE24377A_3953	hypothetical protein	0	0	1.0
	3927767	3928324		+	-	EcE24377A_3954	hypothetical protein	0	0	1.0
	3929587	3928328		-	-	EcE24377A_3955	major facilitator superfamily transporter	0	0	1.0
	3929677	3930726		+	-	EcE24377A_3956	hypothetical protein	0	0	1.0
	3930781	3931368		+	acpT	EcE24377A_3957	holo-(acyl carrier protein) synthase 2	0	0	1.0
	3931479	3933053		+	nikA	EcE24377A_3958	nickel ABC transporter periplasmic nickel-binding protein NikA	0	0	1.0
	3933053	3933997		+	nikB	EcE24377A_3959	nickel transporter permease NikB	0	0	1.0
	3933978	3934097		+	-	EcE24377A_3960	hypothetical protein	0	0	1.0
	3933994	3934827		+	nikC	EcE24377A_3962	nickel transporter permease NikC	0	0	1.0
	3935524	3934760		-	-	EcE24377A_3961	hypothetical protein	0	0	1.0
	3934827	3935591		+	nikD	EcE24377A_3963	nickel transporter ATP-binding protein NikD	0	0	1.0
	3935588	3936394		+	nikE	EcE24377A_3964	nickel transporter ATP-binding protein NikE	0	0	1.0
	3936400	3936801		+	nikR	EcE24377A_3965	nickel responsive regulator	0	0	1.0
	3937280	3936921		-	-	EcE24377A_3966	HicB family protein	0	0	1.0
	3938735	3937611		-	-	EcE24377A_3967	ABC transporter ATP-binding protein	0	0	1.0
	3941470	3938735		-	-	EcE24377A_3968	ABC transporter ATP-binding protein	0	36	1.0
3939272			3939371	+	-	predicted RNA	antisense: EcE24377A_3968	0	1000	1.0
	3942321	3941467		-	-	EcE24377A_3969	MFP family transporter	0	0	1.0
	3944309	3942687		-	-	EcE24377A_3970	hypothetical protein	0	0	1.0
	3946160	3944571		-	-	EcE24377A_3971	hypothetical protein	0	0	1.0
	3946544	3947596		+	-	EcE24377A_3972	hypothetical protein	0	94	1.0
	3947789	3947676		-	-	EcE24377A_3973	hypothetical protein	0	0	1.0
	3949114	3947912		-	-	EcE24377A_3974	pyridine nucleotide-disulfide oxidoreductase	0	0	1.0
	3949346	3950845		+	pitA	EcE24377A_3975	low-affinity inorganic phosphate transporter 1	0	0	1.0
	3951251	3950916		-	uspB	EcE24377A_3976	universal stress protein UspB	0	0	1.0
	3951642	3952076		+	uspA	EcE24377A_3977	universal stress protein A	0	0	1.0
	3952394	3953863		+	-	EcE24377A_3978	inner membrane transporter YhiP	0	0	1.0
	3954664	3953912		-	-	EcE24377A_3979	methyltransferase	0	0	1.0
	3956714	3954672		-	prlC	EcE24377A_3980	oligopeptidase A	0	0	1.0
	3956917	3957759		+	yhiR	EcE24377A_3981	DNA utilization protein YhiR	0	0	1.0
3957781			3957830	+	-	predicted RNA	-	277	0	8.812316628870879E-220
	3957831	3959183		+	gor	EcE24377A_3982	glutathione reductase	20	0	0.0
3958092			3957943	-	-	predicted RNA	antisense: gor	277	0	0.0
	3959386	3959237		-	-	EcE24377A_3983	hypothetical protein	0	0	1.0
	3960060	3960413		+	arsR	EcE24377A_3984	DNA-binding transcriptional repressor ArsR	0	0	1.0
	3960467	3961756		+	arsB	EcE24377A_3985	arsenical pump membrane protein	0	0	1.0
	3961769	3962194		+	arsC	EcE24377A_3986	arsenate reductase	0	0	1.0
	3962227	3962355		+	-	EcE24377A_3988	hypothetical protein	0	0	1.0
	3962613	3962317		-	-	EcE24377A_3987	ArsR family transcriptional regulator	0	0	1.0
	3962721	3963722		+	-	EcE24377A_3989	permease	0	0	1.0
	3964303	3965148		+	-	EcE24377A_3990	hypothetical protein	0	0	1.0
	3965343	3965525		+	-	EcE24377A_3991	hypothetical protein	0	0	1.0
	3965772	3966338		+	-	EcE24377A_3992	Slp family outer membrane lipoprotein	0	0	1.0
	3966494	3967024		+	dctR	EcE24377A_3993	transcriptional regulator DctR	0	0	1.0
	3967713	3967066		-	-	EcE24377A_3994	Mg(2+) transport ATPase	0	0	1.0
	3968115	3967777		-	hdeB	EcE24377A_3995	acid-resistance protein	0	0	1.0
	3968551	3968219		-	hdeA	EcE24377A_3996	acid-resistance protein	0	0	1.0
	3968806	3969378		+	-	EcE24377A_3997	acid-resistance membrane protein	0	0	1.0
	3970177	3970704		+	gadE	EcE24377A_3998	transcriptional regulator GadE	0	0	1.0
	3971043	3972200		+	mdtE	EcE24377A_3999	multidrug efflux system protein MdtE	0	0	1.0
	3972225	3975338		+	mdtF	EcE24377A_4000	multidrug resistance protein MdtF	0	0	1.0
	3976429	3975701		-	gadW	EcE24377A_4001	transcriptional regulator GadW	0	0	1.0
	3976609	3976502		-	-	EcE24377A_4002	hypothetical protein	0	0	1.0
	3977621	3976797		-	gadX	EcE24377A_4003	DNA-binding transcriptional regulator GadX	0	0	1.0
	3977273	3977425		+	-	EcE24377A_4004	hypothetical protein	0	0	1.0
3977426			3981402	+	-	predicted RNA	antisense: gadA gadX	10	0	1.0
	3979391	3977991		-	gadA	EcE24377A_4005	glutamate decarboxylase	0	0	1.0
3979970			3979821	-	-	predicted RNA	-	277	0	0.0
	3981403	3983052		+	treF	EcE24377A_4007	trehalase	0	0	1.0
	3983705	3983103		-	-	EcE24377A_4008	LuxR family transcriptional regulator	0	0	1.0
	3984225	3985124		+	-	EcE24377A_4009	LysR family transcriptional regulator	0	0	1.0
	3985173	3986186		+	-	EcE24377A_4010	ribonuclease	0	0	1.0
	3986597	3987919		+	-	EcE24377A_4011	MFS transporter metabolite:H+ symporter (MHS) family protein	0	0	1.0
	3990213	3988153		-	-	EcE24377A_4012	AsmA family protein	0	0	1.0
	3991050	3990283		-	-	EcE24377A_4013	diguanylate phosphodiesterase	0	0	1.0
	3991282	3992211		+	kdgK	EcE24377A_4014	2-dehydro-3-deoxygluconokinase	0	0	1.0
	3993803	3992307		-	-	EcE24377A_4015	M16 family peptidase	0	0	1.0
	3995310	3994024		-	dctA	EcE24377A_4016	C4-dicarboxylate transporter DctA	0	0	1.0
3995020			3995169	+	-	predicted RNA	antisense: dctA	277	0	0.0
	3997448	3995493		-	-	EcE24377A_4017	phosphodiesterase	0	0	1.0
	4000985	3997563		-	bcsC	EcE24377A_4018	cellulose synthase subunit BcsC	0	0	1.0
	4002115	4001018		-	bcsZ	EcE24377A_4019	endo-1,4-D-glucanase	0	0	1.0
	4004470	4002131		-	bcsB	EcE24377A_4020	cellulose synthase regulator protein	0	0	1.0
	4007099	4004481		-	bcsA	EcE24377A_4021	cellulose synthase catalytic subunit	0	0	1.0
	4007848	4007096		-	-	EcE24377A_4022	cell division protein	0	0	1.0
	4008048	4007860		-	-	EcE24377A_4023	hypothetical protein	0	0	1.0
	4008387	4009892		+	-	EcE24377A_4024	hypothetical protein	0	0	1.0
	4009889	4010080		+	bcsF	EcE24377A_4025	cellulose biosynthesis protein BcsF	0	0	1.0
	4010077	4011756		+	-	EcE24377A_4026	hypothetical protein	0	59	1.0
4010530			4010431	-	-	predicted RNA	antisense: EcE24377A_4026	0	1000	1.0
	4012319	4012212		-	-	EcE24377A_4027	hypothetical protein	0	0	1.0
	4012568	4012326		-	-	EcE24377A_4028	hypothetical protein	0	0	1.0
	4013242	4013081		-	-	EcE24377A_4030	hypothetical protein	0	0	1.0
	4013392	4014663		+	-	EcE24377A_4031	serine transporter family protein	0	0	1.0
	4015697	4014693		-	dppF	EcE24377A_4032	dipeptide transporter ATP-binding subunit	0	0	1.0
	4016677	4015694		-	dppD	EcE24377A_4033	dipeptide transporter ATP-binding subunit	0	0	1.0
	4017590	4016688		-	dppC	EcE24377A_4034	dipeptide transporter	0	0	1.0
	4018619	4017600		-	dppB	EcE24377A_4035	dipeptide transporter permease DppB	0	0	1.0
	4020534	4018927		-	dppA	EcE24377A_4037	dipeptide ABC transporter periplasmic dipeptide-binding protein	10	0	1.0
4020361			4020510	+	-	predicted RNA	antisense: dppA	555	0	0.0
	4020723	4020878		+	-	EcE24377A_4038	hypothetical protein	0	0	1.0
	4021378	4022358		+	-	EcE24377A_4039	IS621, transposase	0	0	1.0
4022802			4022726	-	-	EcE24377A_5079	Pro tRNA	0	0	1.0
	4024585	4022894		-	-	EcE24377A_4041	phosphoethanolamine transferase	0	0	1.0
	4026117	4024909		-	-	EcE24377A_4042	major facilitator family transporter	0	0	1.0
	4027044	4026346		-	-	EcE24377A_4043	hypothetical protein	0	0	1.0
	4027202	4027765		+	tag	EcE24377A_4044	3-methyladenine DNA glycosylase	0	0	1.0
	4027762	4028202		+	-	EcE24377A_4046	hypothetical protein	0	0	1.0
	4030504	4028171		-	bisC	EcE24377A_4045	biotin sulfoxide reductase	0	0	1.0
	4030657	4031316		+	-	EcE24377A_4047	outer membrane lipoprotein	0	0	1.0
	4031332	4031457		+	-	EcE24377A_4048	hypothetical protein	0	0	1.0
	4031420	4032394		+	tkrA	EcE24377A_4049	2-ketogluconate reductase	0	102	1.0
4031982			4031883	-	-	predicted RNA	antisense: tkrA	0	1000	1.0
	4033154	4032444		-	-	EcE24377A_4050	lipoprotein	0	0	1.0
	4033588	4033878		+	-	EcE24377A_4051	transcriptional regulator	0	0	1.0
	4034159	4034371		+	-	EcE24377A_4052	major cold shock protein	0	0	1.0
	4034711	4034559		-	hokA	EcE24377A_4053	small toxic polypeptide	0	0	1.0
	4037106	4035037		-	glyS	EcE24377A_4054	glycyl-tRNA synthetase subunit beta	0	0	1.0
	4038027	4037116		-	glyQ	EcE24377A_4055	glycyl-tRNA synthetase subunit alpha	0	0	1.0
	4038421	4038122		-	-	EcE24377A_4056	hypothetical protein	0	0	1.0
	4038596	4039591		+	-	EcE24377A_4057	acyltransferase	0	0	1.0
	4040070	4039633		-	-	EcE24377A_4058	hypothetical protein	0	0	1.0
	4040457	4040116		-	-	EcE24377A_4059	hypothetical protein	0	0	1.0
	4042080	4040626		-	xylB	EcE24377A_4060	xylulokinase	0	0	1.0
	4043474	4042152		-	xylA	EcE24377A_4061	xylose isomerase	0	0	1.0
4043438			4043537	+	-	predicted RNA	antisense: xylA	0	1000	1.0
4043774			4043675	-	-	predicted RNA	-	0	1000	1.0
	4043840	4044832		+	xylF	EcE24377A_4062	D-xylose transporter subunit XylF	0	0	1.0
	4044910	4046451		+	xylG	EcE24377A_4063	xylose transporter ATP-binding subunit	0	0	1.0
	4046429	4047610	4047610	+	xylH	EcE24377A_4064	D-xylose ABC transporter permease	0	1435	0.0
4047038			4046912	-	-	predicted RNA	antisense: xylH	0	14905	0.0
	4047688	4048866		+	xylR	EcE24377A_4065	xylose operon regulatory protein	0	0	1.0
	4049798	4048974		-	bax	EcE24377A_4066	hypothetical protein	0	0	1.0
	4050118	4052148		+	malS	EcE24377A_4068	periplasmic alpha-amylase	0	0	1.0
	4052326	4053579		+	avtA	EcE24377A_4069	valine--pyruvate transaminase	0	79	1.0
4053605			4053510	-	-	predicted RNA	antisense: avtA	0	1000	0.0
	4054203	4053730		-	-	EcE24377A_4070	4Fe-4S ferredoxin	0	0	1.0
	4055117	4054305		-	-	EcE24377A_4071	IclR family transcriptional regulator	0	0	1.0
	4055354	4056352		+	dlgD	EcE24377A_4072	2,3-diketo-L-gulonate reductase	0	0	1.0
	4056364	4056831		+	-	EcE24377A_4073	hypothetical protein	0	0	1.0
	4056949	4057422		+	-	EcE24377A_4074	2,3-diketo-L-gulonate TRAP transporter small permease YiaM	0	0	1.0
	4057425	4058702		+	-	EcE24377A_4075	TRAP transporter DctM family protein	0	0	1.0
	4058715	4059701		+	yiaO	EcE24377A_4076	TRAP transporter solute receptor DctP family protein	0	0	1.0
	4059705	4061201		+	lyx	EcE24377A_4077	cryptic L-xylulose kinase	0	0	1.0
	4061198	4061860		+	sgbH	EcE24377A_4078	3-keto-L-gulonate-6-phosphate decarboxylase	0	0	1.0
	4061853	4062713		+	-	EcE24377A_4079	L-xylulose 5-phosphate 3-epimerase	0	0	1.0
	4062707	4063402		+	sgbE	EcE24377A_4080	L-ribulose-5-phosphate 4-epimerase	0	0	1.0
	4064489	4063749		-	-	EcE24377A_4081	MltA-interacting protein MipA	0	0	1.0
	4064613	4065587		+	-	EcE24377A_4083	LysR family transcriptional regulator	0	0	1.0
	4066720	4065584		-	-	EcE24377A_4082	membrane fusion protein family protein	0	0	1.0
	4067049	4066726		-	-	EcE24377A_4084	hypothetical protein	0	0	1.0
	4067163	4067375		+	-	EcE24377A_4085	hypothetical protein	0	0	1.0
	4069132	4067594	4067594	-	aldB	EcE24377A_4086	aldehyde dehydrogenase	26	0	0.0
4068802			4068951	+	-	predicted RNA	antisense: aldB	277	0	0.0
	4070448	4069297		-	adhB	EcE24377A_4087	alcohol dehydrogenase	0	0	1.0
	4072482	4070638		-	selB	EcE24377A_4088	selenocysteinyl-tRNA-specific translation factor	0	0	1.0
	4073870	4072479		-	selA	EcE24377A_4089	selenocysteine synthase	0	0	1.0
	4074576	4073968		-	-	EcE24377A_4090	glutathione S-transferase	0	0	1.0
	4074575	4074718		+	-	EcE24377A_4091	hypothetical protein	0	0	1.0
	4074805	4079040		+	-	EcE24377A_4092	protein rhsB	0	0	1.0
4079500	4079500	4080342	4080342	+	-	EcE24377A_4093	hypothetical protein	0	118	1.0
4080059			4079960	-	-	predicted RNA	antisense: EcE24377A_4093	0	1000	1.0
	4080384	4081328		+	-	EcE24377A_4094	RHS domain-containing protein	0	0	1.0
	4084541	4083405		-	-	EcE24377A_4095	membrane fusion protein family protein	0	87	1.0
4083505			4083604	+	-	predicted RNA	antisense: EcE24377A_4095	0	1000	1.0
	4084906	4084544		-	-	EcE24377A_4096	hypothetical protein	0	0	1.0
	4084932	4085024		+	-	EcE24377A_4097	hypothetical protein	0	0	1.0
	4085443	4087356		+	mtlA	EcE24377A_4098	PTS system mannitol-specific transporter subunit IIABC	0	0	1.0
	4087451	4088599		+	mtlD	EcE24377A_4099	mannitol-1-phosphate 5-dehydrogenase	0	87	1.0
4088280			4088182	-	-	predicted RNA	antisense: mtlD	0	1000	1.0
	4088599	4089186		+	mtlR	EcE24377A_4100	mannitol repressor protein	0	0	1.0
	4089407	4089198		-	-	EcE24377A_4101	hypothetical protein	0	0	1.0
4089450			4089549	+	-	predicted RNA	-	0	1000	1.0
4089985	4089985	4089608	4089608	-	-	EcE24377A_4102	hypothetical protein	0	264	1.0
	4089692	4090054		+	-	EcE24377A_4103	hypothetical protein	0	0	1.0
	4090232	4090140		-	-	EcE24377A_4104	hypothetical protein	0	0	1.0
	4090597	4091280		+	-	EcE24377A_4105	lipoprotein	0	0	1.0
	4091324	4096174		+	-	EcE24377A_4106	hemagglutinin/invasin protein	0	0	1.0
	4096543	4098198		+	lldP	EcE24377A_4107	L-lactate permease	0	0	1.0
	4098198	4098974		+	-	EcE24377A_4108	DNA-binding transcriptional repressor LldR	0	0	1.0
	4098971	4100161		+	lldD	EcE24377A_4109	L-lactate dehydrogenase	0	0	1.0
	4100347	4100820		+	-	EcE24377A_4110	tRNA/rRNA methyltransferase YibK	0	0	1.0
	4101694	4100873		-	cysE	EcE24377A_4111	serine acetyltransferase	0	0	1.0
	4102793	4101774		-	gpsA	EcE24377A_4112	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	0	0	1.0
	4103260	4102793		-	secB	EcE24377A_4113	preprotein translocase subunit SecB	0	0	1.0
	4103574	4103323		-	grxC	EcE24377A_4114	glutaredoxin 3	0	0	1.0
	4104147	4103716		-	-	EcE24377A_4115	rhodanese domain-containing protein	0	0	1.0
	4104392	4105936		+	gpmI	EcE24377A_4116	phosphoglyceromutase	0	0	1.0
	4105946	4107229		+	-	EcE24377A_4117	hypothetical protein	0	0	1.0
	4107233	4108192		+	-	EcE24377A_4119	polysaccharide deacetylase	0	0	1.0
	4109213	4108179		-	-	EcE24377A_4118	glycosyl transferase family protein	0	0	1.0
	4110477	4109452		-	tdh	EcE24377A_4120	L-threonine 3-dehydrogenase	0	0	1.0
4109893			4109992	+	-	predicted RNA	antisense: tdh	0	1000	1.0
4111683	4111683	4110487	4110487	-	kbl	EcE24377A_4121	2-amino-3-ketobutyrate CoA ligase	34	0	0.0
4111236			4111385	+	-	predicted RNA	antisense: kbl	277	0	0.0
	4111897	4112829		+	rfaD	EcE24377A_4122	ADP-L-glycero-D-manno-heptose-6-epimerase	0	0	1.0
	4112839	4113885		+	rfaF	EcE24377A_4123	ADP-heptose--LPS heptosyltransferase	0	0	1.0
	4113889	4114860		+	rfaC	EcE24377A_4124	ADP-heptose--LPS heptosyltransferase	0	0	1.0
	4116183	4114930		-	-	EcE24377A_4125	O-antigen polymerase	0	0	1.0
	4117212	4116229		-	-	EcE24377A_4126	glycosyl transferase family protein	0	0	1.0
	4118322	4117297		-	waaW	EcE24377A_4127	lipopolysaccharide 1,2-galactosyltransferase	0	0	1.0
	4119040	4118348		-	rfaY	EcE24377A_4128	lipopolysaccharide core biosynthesis protein	0	0	1.0
	4120045	4119050		-	rfaJ	EcE24377A_4129	lipopolysaccharide 1,2-glucosyltransferase	0	0	1.0
4121078	4121078	4120062	4120062	-	rfaI	EcE24377A_4130	lipopolysaccharide 1,3-galactosyltransferase	3807	0	1.0
4120355			4120938	+	-	predicted RNA	antisense: rfaI	6698	0	1.0
	4121891	4121094		-	rfaP	EcE24377A_4131	lipopolysaccharide core biosynthesis protein RfaP	0	0	1.0
	4123008	4121884		-	rfaG	EcE24377A_4132	lipopolysaccharide core biosynthesis protein RfaG	0	0	1.0
	4124027	4123005		-	rfaQ	EcE24377A_4133	lipopolysaccharide core biosynthesis protein	0	0	1.0
	4124476	4125753		+	waaA	EcE24377A_4134	3-deoxy-D-manno-octulosonic-acid transferase	0	0	1.0
	4125761	4126240		+	coaD	EcE24377A_4135	phosphopantetheine adenylyltransferase	0	0	1.0
4126278			4126207	-	-	predicted RNA	antisense: coaD	277	0	0.0
4127088	4127088	4126279		-	mutM	EcE24377A_4136	formamidopyrimidine-DNA glycosylase	26	0	0.0
	4127353	4127186		-	rpmG	EcE24377A_4137	50S ribosomal protein L33	0	0	1.0
	4127610	4127374		-	rpmB	EcE24377A_4138	50S ribosomal protein L28	0	0	1.0
	4128495	4127827		-	radC	EcE24377A_4139	DNA repair protein RadC	0	0	1.0
	4128667	4129887		+	coaBC	EcE24377A_4140	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase	0	0	1.0
	4129868	4130323		+	dut	EcE24377A_4141	deoxyuridine 5'-triphosphate nucleotidohydrolase	0	0	1.0
	4130430	4131026		+	slmA	EcE24377A_4142	nucleoid occlusion protein	0	0	1.0
	4131704	4131063		-	pyrE	EcE24377A_4143	orotate phosphoribosyltransferase	0	0	1.0
	4132486	4131770		-	rph	EcE24377A_4144	ribonuclease PH	0	0	1.0
	4132613	4133476		+	-	EcE24377A_4145	hypothetical protein	0	0	1.0
	4133633	4133493		-	-	EcE24377A_4146	hypothetical protein	0	0	1.0
4133585			4133684	+	-	predicted RNA	antisense: EcE24377A_4146	0	1000	1.0
	4133697	4134521		+	dinD	EcE24377A_4147	DNA-damage-inducible protein D	0	0	1.0
4134813	4134813	4135430	4135430	+	-	EcE24377A_4149	hypothetical protein	134	0	0.0
4135418			4135136	-	-	predicted RNA	antisense: EcE24377A_4149	1176	0	1.0
	4137115	4135427		-	ligB	EcE24377A_4148	NAD-dependent DNA ligase LigB	0	0	1.0
	4137367	4137990		+	gmk	EcE24377A_4151	guanylate kinase	0	0	1.0
	4138045	4138320		+	rpoZ	EcE24377A_4152	DNA-directed RNA polymerase subunit omega	0	0	1.0
	4138339	4140447		+	spoT	EcE24377A_4153	bifunctional (p)ppGpp synthetase II/ guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase	19	0	0.0
4140464			4140315	-	-	predicted RNA	antisense: spoT trmH	277	0	0.0
	4140454	4141143		+	trmH	EcE24377A_4154	tRNA guanosine-2'-O-methyltransferase	0	0	1.0
	4141149	4143230		+	recG	EcE24377A_4156	ATP-dependent DNA helicase RecG	0	0	1.0
	4144081	4143215		-	-	EcE24377A_4155	hypothetical protein	0	0	1.0
	4145289	4144084		-	gltS	EcE24377A_4157	sodium/glutamate symporter	0	0	1.0
	4145569	4146960		+	yicE	EcE24377A_4158	xanthine permease	0	89	0.0
4146961			4147036	+	-	predicted RNA	-	0	1000	0.0
	4147081	4148790		+	-	EcE24377A_4159	AsmA family protein	0	0	1.0
4147267			4147090	-	-	predicted RNA	antisense: EcE24377A_4159	0	1123	0.0
	4151161	4148843		-	yicI	EcE24377A_4160	alpha-xylosidase	0	0	1.0
	4151129	4151269		+	-	EcE24377A_4162	hypothetical protein	0	0	1.0
	4152610	4151171		-	-	EcE24377A_4161	transporter	0	0	1.0
4152833			4152734	-	-	predicted RNA	-	0	1000	1.0
4152846			4152936	+	-	EcE24377A_5080	Sec tRNA	0	0	1.0
	4153479	4153613		+	-	EcE24377A_4165	hypothetical protein	0	0	1.0
	4153576	4154760		+	setC	EcE24377A_4166	sugar efflux transporter C	0	0	1.0
4154871	4154871	4155794	4155794	+	-	EcE24377A_4167	carboxylate/amino acid/amine transporter	45	0	0.0
4155797			4155669	-	-	predicted RNA	antisense: EcE24377A_4167	277	0	0.0
	4156616	4155798		-	nlpA	EcE24377A_4168	hypothetical protein	7	0	1.0
	4156838	4157131		+	-	EcE24377A_4169	hypothetical protein	0	0	1.0
	4158527	4157172		-	nepI	EcE24377A_4170	ribonucleoside transporter	0	0	1.0
	4159025	4158573		-	-	EcE24377A_4171	hypothetical protein	0	0	1.0
	4160490	4159078		-	-	EcE24377A_4172	sulfate permease inorganic anion transporter	0	0	1.0
	4160587	4162353		+	ade	EcE24377A_4173	cryptic adenine deaminase	0	56	1.0
4161045			4160946	-	-	predicted RNA	antisense: ade	0	1000	1.0
	4163789	4162398		-	uhpT	EcE24377A_4174	sugar phosphate antiporter	0	0	1.0
	4165246	4163927		-	uhpC	EcE24377A_4175	regulatory protein UhpC	0	75	1.0
4164558			4164657	+	-	predicted RNA	antisense: uhpC	0	1000	1.0
	4166749	4165256		-	uhpB	EcE24377A_4176	sensory histidine kinase UhpB	0	0	1.0
	4166771	4166658		-	-	EcE24377A_4177	hypothetical protein	0	0	1.0
	4167348	4166758		-	uhpA	EcE24377A_4178	DNA-binding transcriptional activator UhpA	0	0	1.0
	4167712	4167422		-	ilvN	EcE24377A_4179	acetolactate synthase 1 regulatory subunit	0	0	1.0
	4169404	4167716		-	ilvB	EcE24377A_4180	acetolactate synthase catalytic subunit	0	0	1.0
4169394			4169493	+	-	predicted RNA	antisense: ilvB	0	1000	1.0
4169751			4169652	-	-	predicted RNA	-	0	1000	1.0
	4170681	4171865		+	emrD	EcE24377A_4181	multidrug resistance protein D	0	0	1.0
	4172370	4171873		-	-	EcE24377A_4182	hypothetical protein	0	0	1.0
	4172729	4172367		-	-	EcE24377A_4183	hypothetical protein	0	0	1.0
	4173066	4172719		-	-	EcE24377A_4184	hypothetical protein	0	0	1.0
	4173176	4173625		+	-	EcE24377A_4185	hypothetical protein	0	0	1.0
	4175165	4173672	4173672	-	-	EcE24377A_4186	sulfatase	0	10993	1.0
4174726			4175243	+	-	predicted RNA	antisense: EcE24377A_4186 EcE24377A_4187	0	50940	1.0
4176877	4176877	4175162		-	-	EcE24377A_4187	symporter YidK	0	5472	1.0
4177044	4177044	4177937	4177937	+	-	EcE24377A_4189	AraC family transcriptional regulator	0	111	1.0
4177609			4177510	-	-	predicted RNA	antisense: EcE24377A_4189	0	1000	1.0
	4180625	4178748		-	-	EcE24377A_4190	PTS system, alpha-glucoside-specific transporter subunit IIBC	0	53	1.0
4179032			4179131	+	-	predicted RNA	antisense: EcE24377A_4190	0	1000	1.0
	4180660	4181376		+	-	EcE24377A_4192	GntR family transcriptional regulator	0	0	1.0
